scenario_id,runtime,achieved_qps,latency_avg_ms,queries_sent,queries_completed,queries_lost,workers
scale-sync-forward-slow,sync,10.2,1651.1,340,153,187,2
scale-split-io-forward-slow,split_io,10.9,3320.2,298,161,137,2/2/2
