scenario_id,runtime,achieved_qps,latency_avg_ms,queries_sent,queries_completed,queries_lost,workers
scale-sync-ingress-1-forward-slow,sync,6.7,2521.0,299,100,199,ingress_workers=1
scale-sync-forward-slow,sync,10.2,1651.1,340,153,187,ingress_workers=2
scale-sync-ingress-4-forward-slow,sync,6.7,2518.5,299,100,199,ingress_workers=4
scale-sync-ingress-8-forward-slow,sync,6.7,2518.6,299,100,199,ingress_workers=8
