scenario_id,runtime,achieved_qps,latency_avg_ms,queries_sent,queries_completed,queries_lost,workers
scale-sync-ingress-1-forward-fast,sync,38267.6,52.1,384651,384651,0,ingress_workers=1
scale-sync-forward-fast,sync,73594.4,27.1,738415,738415,0,ingress_workers=2
scale-sync-ingress-4-forward-fast,sync,146451.1,13.6,1468917,1468917,0,ingress_workers=4
scale-sync-ingress-8-forward-fast,sync,239549.0,8.3,2400186,2400186,0,ingress_workers=8
