scenario_id,runtime,achieved_qps,latency_avg_ms,queries_sent,queries_completed,queries_lost,workers
scale-split-io-forward-fast,split_io,147142.3,1.2,1479133,1475210,3912,"ingress_workers=2, policy_workers=2, io_workers=2"
scale-split-io-topology-heavy,,,,,,,
