scenario_id,runtime,achieved_qps,latency_avg_ms,queries_sent,queries_completed,queries_lost,workers
scale-sync-cache-hit,sync,329202.8,6.1,3294253,3294253,0,ingress_workers=2
scale-sync-lmdb-cache-hit,sync,311061.7,6.4,3113021,3113021,0,ingress_workers=2
