scenario_id,runtime,achieved_qps,latency_avg_ms,queries_sent,queries_completed,queries_lost,workers
feature-tax-logging-warn-forward-fast,sync,75892.1,4.0,762598,759249,3407,ingress_workers=2
feature-tax-logging-debug-forward-fast,sync,63526.0,4.4,639007,635562,3445,ingress_workers=2
