scenario_id,runtime,achieved_qps,latency_avg_ms,queries_sent,queries_completed,queries_lost,workers
scale-sync-forward-fast,sync,76269.9,26.1,765379,765379,0,ingress_workers=2
scale-sync-cache-hit,sync,329202.8,6.1,3294253,3294253,0,ingress_workers=2
