scenario_id,runtime,achieved_qps,latency_avg_ms,queries_sent,queries_completed,queries_lost,workers
scale-sync-forward-fast,sync,76269.9,26.1,765379,765379,0,2
scale-split-io-forward-fast,split_io,138744.2,14.4,1389252,1389252,0,2/2/2
