scenario_id,runtime,achieved_qps,latency_avg_ms,queries_sent,queries_completed,queries_lost,workers
feature-tax-metrics-off-split-io-forward-fast,split_io,146802.2,13.6,1469986,1469986,0,"ingress_workers=2, policy_workers=2, io_workers=2"
feature-tax-metrics-standard-scrape-split-io-forward-fast,split_io,139823.3,14.3,1400096,1400096,0,"ingress_workers=2, policy_workers=2, io_workers=2"
